"id";"nhl_player_id";"type";"year";"team";"league";"gpi";"w";"l";"t";"otl";"min";"so";"ga";"sha";"gaa";"svpct";"created";"modified"
"1";"19";"regular";"2010";"Chicago";"NHL";"2";"0";"1";NULL;"1";"123";"0";"7";"67";"3.42";"0.896";"2010-10-15 08:47:15";NULL
"2";"19";"regular";"2009";"Dallas";"NHL";"53";"22";"20";NULL;"11";"3088";"4";"140";"1605";"2.72";"0.913";"2010-10-15 08:47:16";NULL
"3";"19";"regular";"2008";"Dallas";"NHL";"74";"33";"31";NULL;"10";"4327";"3";"203";"1993";"2.81";"0.898";"2010-10-15 08:47:16";NULL
"4";"19";"regular";"2007";"Dallas";"NHL";"62";"32";"21";NULL;"6";"3629";"3";"140";"1543";"2.32";"0.909";"2010-10-15 08:47:16";NULL
"5";"19";"regular";"2006";"Dallas";"NHL";"67";"38";"20";NULL;"5";"3764";"6";"140";"1564";"2.23";"0.910";"2010-10-15 08:47:16";NULL
"6";"19";"regular";"2005";"Dallas";"NHL";"68";"41";"19";NULL;"5";"3910";"3";"166";"1624";"2.55";"0.898";"2010-10-15 08:47:16";NULL
"7";"19";"regular";"2004";"Djurgarden";"Swe";"6";NULL;NULL;NULL;NULL;"356";"1";"12";"176";"2.02";"0.932";"2010-10-15 08:47:16";NULL
"8";"19";"regular";"2003";"Dallas";"NHL";"73";"37";"21";"13";NULL;"4359";"9";"144";"1648";"1.98";"0.913";"2010-10-15 08:47:16";NULL
"9";"19";"regular";"2002";"Dallas";"NHL";"55";"31";"10";"10";NULL;"3203";"7";"92";"1359";"1.72";"0.932";"2010-10-15 08:47:16";NULL
"10";"19";"regular";"2001";"Dallas";"NHL";"31";"15";"6";"2";NULL;"1519";"2";"53";"670";"2.09";"0.921";"2010-10-15 08:47:16";NULL
"11";"19";"regular";"2001";"Canada";"WC";"3";"2";"1";NULL;NULL;"166";"1";"5";NULL;"1.81";NULL;"2010-10-15 08:47:16";NULL
"12";"19";"regular";"2000";"Dallas";"NHL";"26";"13";"6";"1";NULL;"1266";"3";"40";"532";"1.90";"0.925";"2010-10-15 08:47:16";NULL
"13";"19";"regular";"1999";"Michigan";"IHL";"60";"23";"27";"7";NULL;"3399";"7";"139";"1650";"2.45";"0.916";"2010-10-15 08:47:16";NULL
"14";"19";"regular";"1998";"Michigan";"IHL";"54";"24";"17";"10";NULL;"3127";"1";"136";"1701";"2.61";"0.920";"2010-10-15 08:47:16";NULL
"15";"19";"regular";"1997";"Michigan";"CCHA";"45";"33";"10";"1";NULL;"2640";"4";"95";"1022";"2.16";"0.907";"2010-10-15 08:47:16";NULL
"16";"19";"regular";"1996";"Michigan";"CCHA";"41";"33";"4";"4";NULL;"2296";"4";"87";"813";"2.27";"0.893";"2010-10-15 08:47:16";NULL
"17";"19";"regular";"1995";"Michigan";"CCHA";"42";"34";"7";"1";NULL;"2335";"5";"84";NULL;"2.16";NULL;"2010-10-15 08:47:16";NULL
"18";"19";"regular";"1994";"Michigan";"CCHA";"37";"27";"7";"1";NULL;"2063";"1";"95";NULL;"2.76";NULL;"2010-10-15 08:47:16";NULL
"19";"19";"regular";"1993";"Cambridge";"OJHL-B";"34";"19";"10";"3";NULL;"1973";"0";"114";NULL;"3.47";NULL;"2010-10-15 08:47:16";NULL
"20";"19";"playoff";"2007";"Dallas";"NHL";"18";"10";"8";NULL;NULL;"1152";"1";"40";"511";"2.08";"0.922";"2010-10-15 08:47:16";NULL
"21";"19";"playoff";"2006";"Dallas";"NHL";"7";"3";"4";NULL;NULL;"509";"3";"11";"229";"1.30";"0.952";"2010-10-15 08:47:16";NULL
"22";"19";"playoff";"2005";"Dallas";"NHL";"5";"1";"4";NULL;NULL;"319";"0";"18";"136";"3.39";"0.868";"2010-10-15 08:47:16";NULL
"23";"19";"playoff";"2003";"Dallas";"NHL";"5";"1";"4";NULL;NULL;"325";"0";"18";"119";"3.32";"0.849";"2010-10-15 08:47:16";NULL
"24";"19";"playoff";"2002";"Dallas";"NHL";"12";"6";"6";NULL;NULL;"798";"0";"25";"310";"1.88";"0.919";"2010-10-15 08:47:16";NULL
"25";"19";"playoff";"1998";"Michigan";"IHL";"5";"2";"3";NULL;NULL;"300";"0";"14";"170";"2.80";"0.918";"2010-10-15 08:47:16";NULL
"26";"33";"regular";"2009";"Ilves";"Fin";"16";"4";"10";"2";NULL;"953";"0";"48";"445";"3.02";"0.892";"2010-10-15 08:47:44";NULL
"27";"33";"regular";"2006";"TPS";"Fin";"48";"21";"16";"11";NULL;"2888";"3";"121";"1473";"2.51";"0.918";"2010-10-15 08:47:44";NULL
"28";"33";"regular";"2005";"Portland";"AHL";"16";"11";"5";NULL;"0";"970";"1";"37";"487";"2.29";"0.924";"2010-10-15 08:47:44";NULL
"29";"33";"regular";"2005";"Chicago";"AHL";"6";"2";"4";NULL;"0";"314";"0";"19";"130";"3.64";"0.854";"2010-10-15 08:47:44";NULL
"30";"33";"regular";"2005";"Columbia";"ECHL";"15";"6";"7";NULL;"2";"894";"0";"52";"534";"3.49";"0.903";"2010-10-15 08:47:44";NULL
"31";"33";"regular";"2002";"Florida";"NHL";"28";"4";"11";"6";NULL;"1376";"1";"66";"707";"2.88";"0.907";"2010-10-15 08:47:44";NULL
"32";"33";"regular";"2002";"Finland";"WC";"3";NULL;NULL;NULL;NULL;"160";"2";"4";NULL;"1.50";NULL;"2010-10-15 08:47:44";NULL
"33";"33";"regular";"2001";"Ottawa";"NHL";"25";"12";"9";"1";NULL;"1309";"3";"54";"578";"2.48";"0.907";"2010-10-15 08:47:44";NULL
"34";"33";"regular";"2001";"Finland";"Olympic";"3";"1";"2";"0";NULL;"179";"0";"9";"99";"3.01";"0.909";"2010-10-15 08:47:44";NULL
"35";"33";"regular";"2000";"Ottawa";"NHL";"22";"12";"5";"4";NULL;"1296";"2";"54";"563";"2.50";"0.904";"2010-10-15 08:47:44";NULL
"36";"33";"regular";"1999";"Ottawa";"NHL";"1";"1";"0";"0";NULL;"60";"0";"2";"19";"2.00";"0.895";"2010-10-15 08:47:44";NULL
"37";"33";"regular";"1999";"Grand Rapids";"IHL";"52";"29";"15";"4";NULL;"2948";"4";"107";"1347";"2.18";"0.921";"2010-10-15 08:47:44";NULL
"38";"33";"regular";"1998";"Cincinnati";"IHL";"26";"14";"9";"2";NULL;"1428";"0";"81";"772";"3.40";"0.895";"2010-10-15 08:47:44";NULL
"39";"33";"regular";"1998";"Detroit";"IHL";"12";"7";"3";"1";NULL;"643";"1";"26";"254";"2.43";"0.898";"2010-10-15 08:47:44";NULL
"40";"33";"regular";"1997";"Indianapolis";"IHL";"29";"11";"11";"3";NULL;"1506";"1";"83";"847";"3.31";"0.902";"2010-10-15 08:47:44";NULL
"41";"33";"regular";"1997";"Detroit";"IHL";"6";"2";"2";"2";NULL;"290";"0";"20";"142";"4.14";"0.859";"2010-10-15 08:47:44";NULL
"42";"33";"regular";"1996";"TPS";"Fin";"48";"31";"11";"6";NULL;"2917";"6";"101";NULL;"2.08";NULL;"2010-10-15 08:47:44";NULL
"43";"33";"regular";"1995";"TPS";"Fin";"16";"14";"1";"1";NULL;"945";"2";"34";NULL;"2.16";NULL;"2010-10-15 08:47:44";NULL
"44";"33";"regular";"1995";"Kiekko-67";"Fin2";"16";"11";"3";"2";NULL;"968";"1";"39";NULL;"2.42";NULL;"2010-10-15 08:47:44";NULL
"45";"33";"regular";"1995";"TPS";"Fin Jr.";"13";"8";"5";"0";NULL;"777";"1";"34";NULL;"2.63";NULL;"2010-10-15 08:47:44";NULL
"46";"33";"regular";"1994";"Kiekko-67";"Fin2";"19";NULL;NULL;NULL;NULL;"1049";NULL;"53";NULL;"3.03";NULL;"2010-10-15 08:47:44";NULL
"47";"33";"regular";"1994";"Kiekko-67";"Fin Jr.";"9";"2";"7";"0";NULL;"539";"0";"47";NULL;"5.23";NULL;"2010-10-15 08:47:44";NULL
"48";"33";"regular";"1994";"TPS";"Fin Jr.";"2";"1";"0";"1";NULL;"125";"0";"5";NULL;"2.40";NULL;"2010-10-15 08:47:44";NULL
"49";"33";"regular";"1993";"TPS";"Fin";"1";"0";"0";"0";NULL;"2";"0";"0";NULL;"0.00";NULL;"2010-10-15 08:47:44";NULL
"50";"33";"regular";"1993";"Kiekko-67";"Fin2";"3";NULL;NULL;NULL;NULL;"190";"0";"7";NULL;"2.21";NULL;"2010-10-15 08:47:44";NULL
"51";"33";"regular";"1993";"Kiekko-67";"Fin Jr.";"18";NULL;NULL;NULL;NULL;"1082";"0";"57";NULL;"3.16";NULL;"2010-10-15 08:47:44";NULL
"52";"33";"regular";"1992";"TPS";"Fin Jr.";"12";"7";"4";"0";NULL;"669";"0";"47";NULL;"4.21";NULL;"2010-10-15 08:47:44";NULL
"53";"33";"playoff";"2009";"Ilves";"FinQ";"5";"4";"1";NULL;NULL;"299";"0";"10";NULL;"2.01";NULL;"2010-10-15 08:47:44";NULL
"54";"33";"playoff";"2006";"TPS";"Fin";"2";"0";"2";NULL;NULL;"118";"0";"4";"47";"2.03";"0.915";"2010-10-15 08:47:44";NULL
"55";"33";"playoff";"2005";"Portland";"AHL";"16";"10";"6";NULL;NULL;"1004";"1";"52";"495";"3.11";"0.895";"2010-10-15 08:47:44";NULL
"56";"33";"playoff";"1999";"Grand Rapids";"IHL";"17";"10";"7";NULL;NULL;"1028";"1";"37";"484";"2.16";"0.924";"2010-10-15 08:47:44";NULL
"57";"33";"playoff";"1997";"Indianapolis";"IHL";"3";"1";"0";NULL;NULL;"129";"0";"10";"67";"4.62";"0.851";"2010-10-15 08:47:44";NULL
"58";"33";"playoff";"1996";"TPS";"Fin";"12";"6";"6";NULL;NULL;"722";"0";"39";NULL;"3.24";NULL;"2010-10-15 08:47:44";NULL
"59";"33";"playoff";"1996";"Kiekko-67";"Fin2";"3";"1";"2";NULL;NULL;"187";"0";"12";NULL;"3.85";NULL;"2010-10-15 08:47:44";NULL
"60";"33";"playoff";"1995";"TPS";"Fin";"10";"7";"3";NULL;NULL;"545";"2";"22";NULL;"2.42";NULL;"2010-10-15 08:47:44";NULL
"61";"33";"playoff";"1994";"Kiekko-67";"Fin2";"7";"4";"3";NULL;NULL;"411";"0";"20";NULL;"2.92";NULL;"2010-10-15 08:47:44";NULL
"62";"33";"playoff";"1992";"TPS";"Fin Jr.";"1";NULL;NULL;NULL;NULL;"60";"0";"11";NULL;"11.00";NULL;"2010-10-15 08:47:45";NULL
"63";"35";"regular";"2002";"Washington";"NHL";"5";"1";"3";"1";NULL;"217";"0";"17";"96";"4.70";"0.823";"2010-10-15 08:47:48";NULL
"64";"35";"regular";"2001";"Washington";"NHL";"17";"4";"5";"3";NULL;"710";"0";"36";"295";"3.04";"0.878";"2010-10-15 08:47:48";NULL
"65";"35";"regular";"2000";"Washington";"NHL";"12";"3";"5";"2";NULL;"660";"0";"27";"317";"2.45";"0.915";"2010-10-15 08:47:48";NULL
"66";"35";"regular";"1999";"Washington";"NHL";"13";"3";"6";"1";NULL;"611";"2";"28";"310";"2.75";"0.910";"2010-10-15 08:47:48";NULL
"67";"35";"regular";"1998";"Colorado";"NHL";"21";"11";"8";"1";NULL;"1086";"0";"52";"492";"2.87";"0.894";"2010-10-15 08:47:48";NULL
"68";"35";"regular";"1997";"Colorado";"NHL";"23";"8";"7";"4";NULL;"1162";"1";"45";"588";"2.32";"0.923";"2010-10-15 08:47:48";NULL
"69";"35";"regular";"1996";"Colorado";"NHL";"23";"11";"8";"2";NULL;"1200";"1";"53";"584";"2.65";"0.909";"2010-10-15 08:47:48";NULL
"70";"35";"regular";"1995";"Boston";"NHL";"27";"10";"13";"3";NULL;"1380";"1";"79";"594";"3.43";"0.867";"2010-10-15 08:47:48";NULL
"71";"35";"regular";"1994";"Boston";"NHL";"8";"5";"1";"0";NULL;"373";"0";"19";"140";"3.06";"0.864";"2010-10-15 08:47:48";NULL
"72";"35";"regular";"1994";"Ottawa";"NHL";"9";"0";"6";"2";NULL;"472";"0";"32";"240";"4.07";"0.867";"2010-10-15 08:47:48";NULL
"73";"35";"regular";"1993";"Ottawa";"NHL";"63";"11";"41";"4";NULL;"3319";"0";"254";"1801";"4.59";"0.859";"2010-10-15 08:47:48";NULL
"74";"35";"regular";"1992";"New Jersey";"NHL";"42";"21";"16";"4";NULL;"2389";"2";"146";"1178";"3.67";"0.876";"2010-10-15 08:47:48";NULL
"75";"35";"regular";"1991";"New Jersey";"NHL";"26";"13";"7";"1";NULL;"1363";"2";"69";"637";"3.04";"0.892";"2010-10-15 08:47:48";NULL
"76";"35";"regular";"1989";"Utica";"AHL";"38";"20";"13";"1";NULL;"2087";"0";"138";NULL;"3.97";NULL;"2010-10-15 08:47:48";NULL
"77";"35";"regular";"1988";"New Jersey";"NHL";"3";"1";"1";"0";NULL;"140";"0";"11";"65";"4.71";"0.831";"2010-10-15 08:47:48";NULL
"78";"35";"regular";"1988";"Utica";"AHL";"41";"17";"18";"6";NULL;"2432";"2";"150";NULL;"3.70";NULL;"2010-10-15 08:47:48";NULL
"79";"35";"regular";"1987";"Utica";"AHL";"59";"22";"27";"8";NULL;"3404";"1";"208";NULL;"3.67";NULL;"2010-10-15 08:47:48";NULL
"80";"35";"regular";"1986";"New Jersey";"NHL";"22";"4";"13";"2";NULL;"1114";"0";"89";"569";"4.79";"0.844";"2010-10-15 08:47:48";NULL
"81";"35";"regular";"1986";"Maine";"AHL";"20";"9";"8";"2";NULL;"1151";"0";"70";NULL;"3.65";NULL;"2010-10-15 08:47:48";NULL
"82";"35";"regular";"1985";"New Jersey";"NHL";"18";"4";"9";"1";NULL;"901";"0";"77";"482";"5.13";"0.840";"2010-10-15 08:47:48";NULL
"83";"35";"regular";"1985";"Belleville";"OHL";"3";"2";"1";"0";NULL;"180";"0";"11";NULL;"3.67";NULL;"2010-10-15 08:47:48";NULL
"84";"35";"regular";"1985";"Canada";"WJC";"5";"4";"1";"0";NULL;"300";"0";"14";NULL;"2.80";NULL;"2010-10-15 08:47:48";NULL
"85";"35";"regular";"1984";"Belleville";"OHL";"47";"26";"19";"0";NULL;"2544";"1";"180";NULL;"4.25";NULL;"2010-10-15 08:47:48";NULL
"86";"35";"regular";"1984";"Canada";"WJC";"5";"3";"0";"2";NULL;"300";"1";"13";NULL;"2.60";NULL;"2010-10-15 08:47:48";NULL
"87";"35";"regular";"1983";"Belleville";"OHL";"44";"20";"19";"0";NULL;"2335";"1";"162";NULL;"4.16";NULL;"2010-10-15 08:47:48";NULL
"88";"35";"regular";"1982";"Thayer";"High-MA";"23";NULL;NULL;NULL;NULL;"1338";"0";"76";NULL;"3.41";NULL;"2010-10-15 08:47:48";NULL
"89";"35";"playoff";"1999";"Washington";"NHL";"1";"0";"0";NULL;NULL;"20";"0";"1";"6";"3.00";"0.833";"2010-10-15 08:47:48";NULL
"90";"35";"playoff";"1998";"Colorado";"NHL";"1";"0";"0";NULL;NULL;"9";"0";"1";"6";"6.67";"0.833";"2010-10-15 08:47:48";NULL
"91";"35";"playoff";"1997";"Colorado";"NHL";"1";"0";"0";NULL;NULL;"1";"0";"0";"0";"0.00";NULL;"2010-10-15 08:47:48";NULL
"92";"35";"playoff";"1996";"Colorado";"NHL";"1";"0";"0";NULL;NULL;"20";"0";"1";"14";"3.00";"0.929";"2010-10-15 08:47:48";NULL
"93";"35";"playoff";"1995";"Boston";"NHL";"1";"0";"1";NULL;NULL;"60";"0";"6";"34";"6.00";"0.824";"2010-10-15 08:47:48";NULL
"94";"35";"playoff";"1994";"Boston";"NHL";"1";"0";"0";NULL;NULL;"25";"0";"1";"11";"2.40";"0.909";"2010-10-15 08:47:48";NULL
"95";"35";"playoff";"1992";"New Jersey";"NHL";"2";"0";"1";NULL;NULL;"78";"0";"5";"44";"3.85";"0.886";"2010-10-15 08:47:48";NULL
"96";"35";"playoff";"1988";"Utica";"AHL";"4";"1";"3";NULL;NULL;"220";"0";"18";NULL;"4.91";NULL;"2010-10-15 08:47:48";NULL
"97";"35";"playoff";"1985";"Belleville";"OHL";"20";"9";"6";NULL;NULL;"1133";"0";"68";NULL;"3.60";NULL;"2010-10-15 08:47:48";NULL
"98";"35";"playoff";"1984";"Belleville";"OHL";"14";"7";"5";NULL;NULL;"761";"1";"47";NULL;"3.71";NULL;"2010-10-15 08:47:48";NULL
"99";"35";"playoff";"1983";"Belleville";"OHL";"1";"0";"0";NULL;NULL;"30";"0";"3";NULL;"6.00";NULL;"2010-10-15 08:47:48";NULL
"100";"60";"regular";"2003";"Phoenix";"NHL";"4";"0";"1";"2";NULL;"190";"0";"12";"108";"3.79";"0.889";"2010-10-15 08:48:43";NULL
"101";"60";"regular";"2003";"Springfield";"AHL";"2";"0";"1";"1";NULL;"106";"0";"6";"62";"3.38";"0.903";"2010-10-15 08:48:43";NULL
"102";"60";"regular";"2002";"Phoenix";"NHL";"16";"4";"9";"1";NULL;"884";"1";"32";"471";"2.17";"0.932";"2010-10-15 08:48:43";NULL
"103";"60";"regular";"2002";"Springfield";"AHL";"13";"6";"4";"1";NULL;"685";"0";"33";"388";"2.89";"0.915";"2010-10-15 08:48:43";NULL
"104";"60";"regular";"2001";"Springfield";"AHL";"1";"0";"1";"0";NULL;"20";"0";"4";"18";"12.00";"0.778";"2010-10-15 08:48:43";NULL
"105";"60";"regular";"2001";"Augusta";"ECHL";"30";"16";"9";"3";NULL;"1748";"1";"68";"909";"2.33";"0.925";"2010-10-15 08:48:43";NULL
"106";"60";"regular";"2000";"Minnesota";"NHL";"1";"0";"1";"0";NULL;"60";"0";"6";"27";"6.00";"0.778";"2010-10-15 08:48:43";NULL
"107";"60";"regular";"2000";"Cleveland";"IHL";"49";"24";"18";"5";NULL;"2785";"6";"134";"1475";"2.89";"0.909";"2010-10-15 08:48:43";NULL
"108";"60";"regular";"1999";"Tampa Bay";"NHL";"12";"4";"4";"1";NULL;"509";"0";"31";"308";"3.65";"0.899";"2010-10-15 08:48:43";NULL
"109";"60";"regular";"1999";"Detroit";"IHL";"15";"4";"8";"2";NULL;"846";"1";"46";"532";"3.26";"0.914";"2010-10-15 08:48:43";NULL
"110";"60";"regular";"1998";"Tampa Bay";"NHL";"1";"0";"1";"0";NULL;"59";"0";"2";"21";"2.03";"0.905";"2010-10-15 08:48:43";NULL
"111";"60";"regular";"1998";"Cleveland";"IHL";"27";"11";"12";"4";NULL;"1556";"0";"79";"923";"3.05";"0.914";"2010-10-15 08:48:43";NULL
"112";"60";"regular";"1997";"Tampa Bay";"NHL";"13";"1";"4";"1";NULL;"433";"0";"30";"210";"4.16";"0.857";"2010-10-15 08:48:43";NULL
"113";"60";"regular";"1997";"Adirondack";"AHL";"12";"1";"6";"1";NULL;"557";"0";"36";"331";"3.88";"0.891";"2010-10-15 08:48:43";NULL
"114";"60";"regular";"1996";"Peterborough";"OHL";"49";"28";"16";"0";NULL;"2744";"2";"151";"1797";"3.30";"0.916";"2010-10-15 08:48:43";NULL
"115";"60";"regular";"1995";"Peterborough";"OHL";"58";"31";"16";"6";NULL;"3292";"2";"174";NULL;"3.17";NULL;"2010-10-15 08:48:43";NULL
"116";"60";"regular";"1994";"Peterborough";"OHL";"35";"11";"15";"5";NULL;"1779";"0";"117";NULL;"3.95";NULL;"2010-10-15 08:48:43";NULL
"117";"60";"regular";"1993";"Peterborough";"OHL";"9";"0";"4";"2";NULL;"423";"0";"37";NULL;"5.25";NULL;"2010-10-15 08:48:43";NULL
"118";"60";"regular";"1993";"Peterborough";"OPJHL";"4";NULL;NULL;NULL;NULL;"205";"0";"17";NULL;"4.98";NULL;"2010-10-15 08:48:43";NULL
"119";"60";"playoff";"2000";"Cleveland";"IHL";"4";"0";"3";NULL;NULL;"182";"0";"10";"103";"3.30";"0.903";"2010-10-15 08:48:43";NULL
"120";"60";"playoff";"1996";"Peterborough";"OHL";"11";"6";"5";NULL;NULL;"666";"0";"35";NULL;"3.15";NULL;"2010-10-15 08:48:43";NULL
"121";"60";"playoff";"1995";"Peterborough";"OHL";"22";"14";"7";NULL;NULL;"1383";"0";"83";NULL;"3.60";NULL;"2010-10-15 08:48:43";NULL
"122";"60";"playoff";"1994";"Peterborough";"OHL";"6";"2";"3";NULL;NULL;"301";"0";"24";NULL;"4.78";NULL;"2010-10-15 08:48:43";NULL
"123";"60";"playoff";"1993";"Peterborough";"OHL";"1";"0";"0";NULL;NULL;"33";"0";"7";NULL;"12.73";NULL;"2010-10-15 08:48:43";NULL
"124";"73";"regular";"2009";"NY Islanders";"NHL";"29";"9";"14";NULL;"4";"1634";"1";"89";"859";"3.27";"0.896";"2010-10-15 08:49:11";NULL
"125";"73";"regular";"2009";"Bridgeport";"AHL";"2";"1";"1";NULL;"0";"124";"0";"7";"72";"3.40";"0.903";"2010-10-15 08:49:11";NULL
"126";"73";"regular";"2008";"Philadelphia";"NHL";"55";"29";"19";NULL;"5";"3177";"2";"146";"1718";"2.76";"0.915";"2010-10-15 08:49:11";NULL
"127";"73";"regular";"2007";"Philadelphia";"NHL";"62";"30";"20";NULL;"9";"3539";"5";"153";"1865";"2.59";"0.918";"2010-10-15 08:49:11";NULL
"128";"73";"regular";"2006";"Philadelphia";"NHL";"16";"6";"8";NULL;"2";"935";"0";"47";"509";"3.02";"0.908";"2010-10-15 08:49:11";NULL
"129";"73";"regular";"2006";"Buffalo";"NHL";"19";"12";"4";NULL;"1";"1066";"0";"54";"533";"3.04";"0.899";"2010-10-15 08:49:12";NULL
"130";"73";"regular";"2005";"Buffalo";"NHL";"35";"21";"8";NULL;"3";"1934";"1";"93";"980";"2.89";"0.905";"2010-10-15 08:49:12";NULL
"131";"73";"regular";"2003";"Buffalo";"NHL";"52";"26";"18";"5";NULL;"2972";"2";"125";"1442";"2.52";"0.913";"2010-10-15 08:49:12";NULL
"132";"73";"regular";"2002";"Buffalo";"NHL";"54";"17";"28";"6";NULL;"3170";"4";"135";"1468";"2.56";"0.908";"2010-10-15 08:49:12";NULL
"133";"73";"regular";"2001";"Buffalo";"NHL";"72";"31";"28";"10";NULL;"4085";"4";"151";"1781";"2.22";"0.915";"2010-10-15 08:49:12";NULL
"134";"73";"regular";"2000";"Buffalo";"NHL";"18";"7";"7";"1";NULL;"918";"2";"39";"427";"2.55";"0.909";"2010-10-15 08:49:12";NULL
"135";"73";"regular";"2000";"Rochester";"AHL";"4";"3";"1";"0";NULL;"239";"1";"4";"88";"1.00";"0.955";"2010-10-15 08:49:12";NULL
"136";"73";"regular";"1999";"Buffalo";"NHL";"41";"19";"18";"2";NULL;"2229";"5";"90";"988";"2.42";"0.909";"2010-10-15 08:49:12";NULL
"137";"73";"regular";"1999";"Rochester";"AHL";"6";"6";"0";"0";NULL;"344";"1";"12";"158";"2.09";"0.924";"2010-10-15 08:49:12";NULL
"138";"73";"regular";"1998";"Buffalo";"NHL";"6";"1";"2";"1";NULL;"281";"0";"10";"120";"2.14";"0.917";"2010-10-15 08:49:12";NULL
"139";"73";"regular";"1998";"Rochester";"AHL";"52";"36";"13";"3";NULL;"3129";"6";"108";"1532";"2.07";"0.930";"2010-10-15 08:49:12";NULL
"140";"73";"regular";"1997";"Rochester";"AHL";"41";"14";"18";"6";NULL;"2312";"5";"113";"1220";"2.93";"0.907";"2010-10-15 08:49:12";NULL
"141";"73";"regular";"1997";"South Carolina";"ECHL";"2";"0";"1";"1";NULL;"86";"0";"3";NULL;"2.09";NULL;"2010-10-15 08:49:12";NULL
"142";"73";"regular";"1996";"Beauport";"QMJHL";"18";"6";"9";"1";NULL;"928";"1";"61";"583";"3.94";"0.895";"2010-10-15 08:49:12";NULL
"143";"73";"regular";"1996";"Hull";"QMJHL";"16";"11";"4";"1";NULL;"974";"2";"43";"504";"2.65";"0.915";"2010-10-15 08:49:12";NULL
"144";"73";"regular";"1996";"Canada";"WJC";"1";"0";"0";"0";NULL;"1";"0";"0";NULL;"0.00";NULL;"2010-10-15 08:49:12";NULL
"145";"73";"regular";"1995";"Buffalo";"NHL";"3";"0";"2";"0";NULL;"119";"0";"10";"64";"5.05";"0.844";"2010-10-15 08:49:12";NULL
"146";"73";"regular";"1995";"Beauport";"QMJHL";"55";"29";"17";"7";NULL;"3201";"1";"152";NULL;"2.84";NULL;"2010-10-15 08:49:12";NULL
"147";"73";"regular";"1994";"Beauport";"QMJHL";"56";"29";"16";"9";NULL;"3193";"3";"132";NULL;"2.48";NULL;"2010-10-15 08:49:12";NULL
"148";"73";"regular";"1993";"Trois-Rivieres";"QAAA";"23";"14";"8";"1";NULL;"1412";"1";"80";NULL;"3.40";NULL;"2010-10-15 08:49:12";NULL
"149";"73";"playoff";"2008";"Philadelphia";"NHL";"6";"2";"4";NULL;NULL;"375";"1";"16";"198";"2.56";"0.919";"2010-10-15 08:49:12";NULL
"150";"73";"playoff";"2007";"Philadelphia";"NHL";"17";"9";"8";NULL;NULL;"1049";"1";"52";"540";"2.97";"0.904";"2010-10-15 08:49:12";NULL
"151";"73";"playoff";"1998";"Rochester";"AHL";"20";"12";"8";NULL;NULL;"1167";"1";"42";"632";"2.16";"0.934";"2010-10-15 08:49:12";NULL
"152";"73";"playoff";"1997";"Rochester";"AHL";"4";"1";"3";NULL;NULL;"239";"0";"16";"139";"4.02";"0.885";"2010-10-15 08:49:12";NULL
"153";"73";"playoff";"1996";"Hull";"QMJHL";"6";"3";"1";NULL;NULL;"325";"0";"19";NULL;"3.51";NULL;"2010-10-15 08:49:12";NULL
"154";"73";"playoff";"1995";"Beauport";"QMJHL";"19";"12";"7";NULL;NULL;"1134";"0";"64";NULL;"3.39";NULL;"2010-10-15 08:49:12";NULL
"155";"73";"playoff";"1994";"Beauport";"QMJHL";"16";"8";"7";NULL;NULL;"900";"4";"37";NULL;"2.47";NULL;"2010-10-15 08:49:12";NULL
"156";"73";"playoff";"1993";"Trois-Rivieres";"QAAA";"2";"1";"1";NULL;NULL;"112";"0";"7";NULL;"3.73";NULL;"2010-10-15 08:49:12";NULL
"157";"74";"regular";"2009";"Pardubice";"Cze";"33";"23";"10";NULL;NULL;"1882";"2";"71";"909";"2.26";"0.922";"2010-10-15 08:49:14";NULL
"158";"74";"regular";"2007";"Detroit";"NHL";"41";"27";"10";NULL;"3";"2350";"5";"84";"855";"2.14";"0.902";"2010-10-15 08:49:14";NULL
"159";"74";"regular";"2006";"Detroit";"NHL";"56";"38";"11";NULL;"6";"3341";"8";"114";"1309";"2.05";"0.913";"2010-10-15 08:49:14";NULL
"160";"74";"regular";"2005";"Ottawa";"NHL";"43";"28";"10";NULL;"4";"2584";"5";"90";"1202";"2.09";"0.925";"2010-10-15 08:49:14";NULL
"161";"74";"regular";"2005";"Czech Republic";"Olympic";"1";"0";"0";"0";NULL;"9";"0";"0";"4";"0.00";"1.000";"2010-10-15 08:49:14";NULL
"162";"74";"regular";"2003";"Detroit";"NHL";"14";"8";"3";"2";NULL;"817";"2";"30";"324";"2.20";"0.907";"2010-10-15 08:49:14";NULL
"163";"74";"regular";"2001";"Detroit";"NHL";"65";"41";"15";"8";NULL;"3872";"5";"140";"1654";"2.17";"0.915";"2010-10-15 08:49:14";NULL
"164";"74";"regular";"2001";"Czech Republic";"Olympic";"4";"1";"2";"1";NULL;"239";"0";"8";"105";"2.01";"0.924";"2010-10-15 08:49:14";NULL
"165";"74";"regular";"2000";"Buffalo";"NHL";"67";"37";"24";"4";NULL;"3904";"11";"137";"1726";"2.11";"0.921";"2010-10-15 08:49:14";NULL
"166";"74";"regular";"1999";"Buffalo";"NHL";"35";"15";"11";"6";NULL;"2066";"3";"76";"937";"2.21";"0.919";"2010-10-15 08:49:14";NULL
"167";"74";"regular";"1998";"Buffalo";"NHL";"64";"30";"18";"14";NULL;"3817";"9";"119";"1877";"1.87";"0.937";"2010-10-15 08:49:14";NULL
