"id";"nhl_player_id";"year";"season";"name";"team";"pos";"gp";"hmgp";"rdgp";"dvgp";"g";"ppg";"esg";"shg";"gwg";"gtg";"1g";"otg";"hmg";"rdg";"dvg";"odvg";"eng";"gpg";"a";"ppa";"esa";"sha";"hma";"rda";"dva";"odva";"apg";"p";"ppp";"esp";"shp";"hmp";"rdp";"dvp";"odvp";"ptspg";"pm";"hmpm";"rdpm";"dvpm";"odvpm";"tmgf";"tmppgf";"tmga";"tmppga";"pim";"hmpim";"rdpim";"hmpen";"rdpen";"minor";"major";"misc";"gmisc";"match";"s";"sp";"toi";"toipg";"pptoi";"pptoipg";"estoi";"estoipg";"shtoi";"shtoipg";"hmevtoipg";"hmpptoipg";"hmshtoipg";"hmtoipg";"rdevtoipg";"rdpptoipg";"rdshtoipg";"rdtoipg";"shifts";"toipsft";"sftpg";"fo";"fow";"fol";"fop";"ppfow";"ppfol";"esfow";"esfol";"hmfo";"hmfow";"hmfol";"hmfop";"rdfo";"rdfow";"rdfol";"rdfop";"tmfop";"hits";"bks";"mss";"gva";"tka";"so";"sog";"sop";"sodg";"hmso";"hmsog";"hmsop";"hmsodg";"rdso";"rdsog";"rdsop";"rdsodg"
"1858";"425";"2008";"regular";"Maxim Afinogenov";"BUF";"R";"48";"25";"23";"15";"6";"0";"6";"0";"0";NULL;"1";"0";"3";"3";"0";"6";"1";"0.12";"14";"7";"7";"0";"9";"5";"4";"10";"0.29";"20";"7";"13";"0";"12";"8";"4";"16";"0.42";"-7";"-5";"-2";"-8";"1";"31";"12";"26";"0";"20";"18";"2";"9";"1";"10";"0";"0";"0";"0";"93";"6.50";"36308";"756";"6529";"136";"29730";"619";"49";"1";"669";"136";"1";"807";"565";"135";"0";"700";"804";"45";"17";"3";"0";"3";"0.00";NULL;NULL;NULL;NULL;"2";"0";"2";"0.00";"1";"0";"1";"0.00";"0.10";"20";"11";"36";"36";"15";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1859";"77";"2008";"regular";"Derek Morris";"PHX, NYR";"D";"75";"39";"36";"22";"5";"0";"4";"1";"0";NULL;"2";"0";"4";"1";"1";"4";"0";"0.07";"15";"5";"9";"1";"8";"7";"7";"8";"0.20";"20";"5";"13";"2";"12";"8";"8";"12";"0.27";"-10";"1";"-11";"0";"-10";"54";"11";"73";"20";"40";"20";"20";"10";"10";"20";"0";"0";"0";"0";"120";"4.20";"98";"1253";"10384";"138";"115";"992";"9159";"122";"1012";"142";"112";"1267";"971";"133";"132";"1237";"2";"41";"31";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"83";"128";"64";"20";"20";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1860";"974";"2008";"regular";"Cory Sarich";"CGY";"D";"76";"39";"37";"20";"2";"0";"2";"0";"0";NULL;"0";"0";"1";"1";"0";"2";"0";"0.03";"18";"1";"15";"2";"8";"10";"3";"15";"0.24";"20";"1";"17";"2";"9";"11";"3";"17";"0.26";"12";"11";"1";"2";"10";"48";"1";"60";"25";"112";"36";"76";"15";"27";"36";"4";"2";"0";"0";"57";"3.50";"65";"1072";"2230";"29";"118";"877";"12597";"165";"901";"23";"146";"1071";"852";"36";"185";"1074";"1";"42";"26";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"134";"71";"41";"46";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1861";"3074";"2008";"regular";"Chris Stewart";"COL";"R";"53";"27";"26";"12";"11";"1";"9";"1";"1";NULL;"2";"0";"7";"4";"1";"10";"0";"0.21";"8";"3";"5";"0";"4";"4";"2";"6";"0.15";"19";"4";"14";"1";"11";"8";"3";"16";"0.36";"-18";"-5";"-13";"-5";"-13";"21";"4";"35";"0";"54";"23";"31";"7";"8";"7";"8";"0";"0";"0";"98";"11.20";"39194";"739";"3616";"68";"35276";"665";"302";"5";"654";"80";"9";"744";"677";"55";"1";"734";"926";"42";"18";"21";"7";"14";"33.30";NULL;NULL;NULL;NULL;"8";"2";"6";"25.00";"13";"5";"8";"38.50";"0.70";"80";"8";"27";"14";"18";"1";"0";"0.00";"0";"0";"0";"0.00";"0";"1";"0";"0.00";"0"
"1862";"1083";"2008";"regular";"Taylor Pyatt";"VAN";"L";"69";"33";"36";"19";"10";"0";"10";"0";"1";NULL;"6";"0";"4";"6";"2";"8";"0";"0.14";"9";"1";"8";"0";"5";"4";"2";"7";"0.13";"19";"1";"18";"0";"9";"10";"4";"15";"0.28";"0";"-2";"2";"1";"-1";"35";"5";"43";"13";"43";"8";"35";"4";"16";"19";"1";"0";"0";"0";"99";"10.10";"65";"882";"3722";"53";"47694";"691";"9489";"137";"697";"65";"134";"897";"685";"43";"140";"869";"1";"44";"20";"33";"16";"17";"48.50";NULL;NULL;NULL;NULL;"17";"9";"8";"52.90";"16";"7";"9";"43.80";"0.80";"86";"35";"32";"18";"25";"2";"0";"0.00";"0";"1";"0";"0.00";"0";"1";"0";"0.00";"0"
"1863";"3541";"2008";"regular";"Zach Bogosian";"ATL";"D";"47";"23";"24";"16";"9";"2";"6";"1";"1";NULL;"2";"0";"5";"4";"2";"7";"0";"0.19";"10";"3";"7";"0";"5";"5";"3";"7";"0.21";"19";"5";"13";"1";"10";"9";"5";"14";"0.40";"11";"5";"6";"1";"10";"58";"9";"46";"8";"47";"33";"14";"12";"7";"16";"3";"0";"0";"0";"90";"10.00";"51065";"1086";"3150";"67";"43750";"930";"4165";"88";"936";"68";"92";"1096";"925";"66";"84";"1076";"1";"51";"21";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"67";"50";"38";"21";"32";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1864";"1488";"2008";"regular";"David Steckel";"WSH";"C";"76";"39";"37";"23";"8";"0";"6";"2";"1";NULL;"0";"0";"4";"4";"3";"5";"0";"0.11";"11";"0";"10";"1";"6";"5";"4";"7";"0.14";"19";"0";"16";"3";"10";"9";"7";"12";"0.25";"2";"4";"-2";"2";"0";"28";"0";"60";"34";"34";"22";"12";"11";"6";"17";"0";"0";"0";"0";"103";"7.80";"90";"828";"409";"5";"45227";"595";"17334";"228";"607";"5";"214";"828";"581";"5";"241";"828";"1";"45";"19";"886";"513";"373";"57.90";"7";"4";"353";"239";"474";"284";"190";"59.90";"412";"229";"183";"55.60";"20.00";"91";"52";"35";"38";"35";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1865";"512";"2008";"regular";"Adam Mair";"BUF";"C";"75";"38";"37";"22";"8";"0";"8";"0";"1";NULL;"3";"0";"4";"4";"2";"6";"0";"0.11";"11";"0";"11";"0";"6";"5";"3";"8";"0.15";"19";"0";"19";"0";"10";"9";"5";"14";"0.25";"4";"3";"1";"-1";"5";"26";"0";"22";"0";"95";"37";"58";"13";"19";"25";"5";"2";"0";"0";"75";"10.70";"47605";"634";"724";"9";"46609";"621";"272";"3";"604";"10";"2";"618";"638";"8";"4";"651";"1";"41";"16";"414";"200";"214";"48.30";NULL;NULL;NULL;NULL;"194";"90";"104";"46.40";"220";"110";"110";"50.00";"9.50";"107";"20";"35";"22";"19";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1866";"851";"2008";"regular";"Brett McLean";"FLA";"R";"80";"40";"40";"24";"7";"0";"7";"0";"2";NULL;"5";"0";"2";"5";"0";"7";"0";"0.09";"12";"1";"11";"0";"6";"6";"6";"6";"0.15";"19";"1";"18";"0";"8";"11";"6";"13";"0.24";"-12";"-8";"-4";"-6";"-6";"29";"3";"47";"9";"29";"18";"11";"9";"4";"12";"1";"0";"0";"0";"114";"6.10";"59644";"745";"3827";"47";"50440";"630";"5377";"67";"614";"32";"55";"703";"646";"62";"78";"787";"1";"41";"18";"456";"197";"259";"43.20";NULL;NULL;NULL;NULL;"211";"88";"123";"41.70";"245";"109";"136";"44.50";"9.70";"30";"16";"34";"7";"32";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1867";"383";"2008";"regular";"Ian Laperriere";"COL";"R";"74";"36";"38";"22";"7";"0";"7";"0";"0";NULL;"1";"0";"5";"2";"1";"6";"0";"0.09";"12";"0";"11";"1";"7";"5";"6";"6";"0.16";"19";"0";"18";"1";"12";"7";"7";"12";"0.26";"0";"-2";"2";"3";"-3";"26";"0";"55";"29";"163";"82";"81";"20";"20";"19";"17";"3";"1";"0";"61";"11.50";"119";"830";"1109";"14";"47629";"643";"12701";"171";"645";"18";"170";"834";"641";"12";"172";"826";"1";"39";"21";"446";"196";"250";"43.90";NULL;NULL;NULL;NULL;"241";"107";"134";"44.40";"205";"89";"116";"43.40";"10.70";"103";"69";"32";"22";"49";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1868";"1247";"2008";"regular";"Tomas Kopecky";"DET";"R";"79";"39";"40";"23";"6";"1";"4";"1";"2";NULL;"1";"0";"2";"4";"3";"3";"0";"0.08";"13";"2";"11";"0";"8";"5";"3";"10";"0.16";"19";"3";"15";"1";"10";"9";"6";"13";"0.24";"-7";"-2";"-5";"-2";"-5";"32";"5";"40";"6";"46";"22";"24";"11";"12";"23";"0";"0";"0";"0";"110";"5.50";"49357";"624";"1414";"17";"45530";"576";"2413";"30";"560";"14";"30";"605";"591";"21";"30";"643";"1";"41";"15";"79";"36";"43";"45.60";NULL;NULL;NULL;NULL;"43";"22";"21";"51.20";"36";"14";"22";"38.90";"1.70";"109";"13";"33";"11";"17";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1869";"456";"2008";"regular";"Sergei Gonchar";"PIT";"D";"25";"12";"13";"7";"6";"5";"1";"0";"1";NULL;"0";"0";"3";"3";"0";"6";"0";"0.24";"13";"8";"5";"0";"8";"5";"6";"7";"0.52";"19";"13";"6";"0";"11";"8";"6";"13";"0.76";"6";"7";"-1";"3";"3";"48";"21";"25";"4";"26";"12";"14";"6";"7";"13";"0";"0";"0";"0";"71";"8.50";"37778";"1511";"9374";"374";"24710";"988";"3694";"147";"963";"386";"182";"1531";"1011";"364";"115";"1492";"637";"59";"26";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"25";"38";"32";"15";"10";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1870";"1802";"2008";"regular";"Petr Prucha";"NYR, PHX";"R";"47";"23";"24";"20";"6";"1";"5";"0";"1";NULL;"1";"1";"4";"2";"4";"2";"0";"0.13";"13";"4";"9";"0";"8";"5";"5";"8";"0.28";"19";"5";"14";"0";"12";"7";"9";"10";"0.40";"-1";"0";"-1";"-1";"0";"29";"7";"25";"2";"22";"13";"9";"4";"3";"5";"2";"0";"0";"0";"67";"9.00";"41417";"881";"5135";"109";"35432";"753";"850";"18";"754";"107";"16";"878";"753";"110";"20";"883";"885";"47";"19";"8";"1";"7";"12.50";NULL;NULL;NULL;NULL;"3";"1";"2";"33.30";"5";"0";"5";"0.00";"0.30";"77";"24";"34";"11";"13";"1";"0";"0.00";"0";"1";"0";"0.00";"0";"0";"0";"0.00";"0"
"1871";"2066";"2008";"regular";"Kamil Kreps";"FLA";"C";"66";"34";"32";"18";"4";"0";"3";"1";"1";NULL;"0";"0";"0";"4";"0";"4";"0";"0.06";"15";"0";"15";"0";"7";"8";"5";"10";"0.23";"19";"0";"18";"1";"7";"12";"5";"14";"0.29";"2";"-1";"3";"-1";"3";"25";"2";"37";"16";"18";"6";"12";"3";"6";"9";"0";"0";"0";"0";"77";"5.20";"55337";"838";"1660";"25";"43997";"666";"9680";"146";"642";"16";"148";"807";"692";"34";"144";"871";"1";"41";"21";"870";"439";"431";"50.50";"22";"16";"333";"298";"414";"202";"212";"48.80";"456";"237";"219";"52.00";"22.70";"43";"33";"30";"10";"29";"1";"0";"0.00";"0";"0";"0";"0.00";"0";"1";"0";"0.00";"0"
"1872";"2584";"2008";"regular";"Andrej Sekera";"BUF";"D";"69";"37";"32";"20";"3";"1";"2";"0";"1";NULL;"0";"0";"2";"1";"1";"2";"0";"0.04";"16";"4";"12";"0";"10";"6";"4";"12";"0.23";"19";"5";"14";"0";"12";"7";"5";"14";"0.28";"-11";"-6";"-5";"-3";"-8";"56";"10";"76";"19";"22";"8";"14";"4";"7";"11";"0";"0";"0";"0";"84";"3.60";"82";"1242";"6357";"92";"116";"1006";"9929";"143";"1003";"99";"124";"1227";"1008";"83";"166";"1259";"1";"47";"27";"1";"0";"1";"0.00";NULL;NULL;NULL;NULL;"1";"0";"1";"0.00";"0";"0";"0";"0.00";"0.00";"64";"94";"29";"47";"19";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1873";"2076";"2008";"regular";"Bruno Gervais";"NYI";"D";"69";"36";"33";"21";"3";"0";"3";"0";"1";NULL;"1";"0";"2";"1";"0";"3";"0";"0.04";"16";"3";"12";"1";"10";"6";"4";"12";"0.23";"19";"3";"15";"1";"12";"7";"4";"15";"0.28";"-15";"-9";"-6";"-12";"-3";"53";"6";"87";"25";"33";"8";"25";"4";"11";"14";"1";"0";"0";"0";"82";"3.70";"69";"1295";"4963";"71";"91";"1046";"12235";"177";"1051";"80";"186";"1318";"1041";"62";"167";"1270";"1";"51";"26";"1";"0";"1";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"1";"0";"1";"0.00";"0.00";"83";"115";"42";"39";"59";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1874";"1614";"2008";"regular";"Mark Giordano";"CGY";"D";"58";"31";"27";"17";"2";"2";"0";"0";"0";NULL;"0";"0";"2";"0";"0";"2";"0";"0.03";"17";"4";"13";"0";"12";"5";"5";"12";"0.29";"19";"6";"13";"0";"14";"5";"5";"14";"0.33";"2";"4";"-2";"0";"2";"55";"15";"41";"3";"59";"18";"41";"9";"16";"22";"3";"0";"0";"0";"82";"2.40";"56421";"972";"9779";"168";"44745";"771";"1897";"32";"770";"183";"31";"985";"772";"151";"34";"957";"1";"42";"23";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"55";"39";"36";"10";"20";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1875";"1278";"2008";"regular";"Brooks Orpik";"PIT";"D";"79";"38";"41";"22";"2";"1";"1";"0";"0";NULL;"1";"0";"1";"1";"2";"0";"0";"0.03";"17";"1";"16";"0";"8";"9";"5";"12";"0.22";"19";"2";"17";"0";"9";"10";"7";"12";"0.24";"10";"2";"8";"9";"1";"79";"3";"83";"17";"73";"37";"36";"16";"18";"33";"1";"0";"0";"0";"39";"5.10";"118";"1219";"2464";"31";"111";"1039";"11763";"148";"989";"39";"152";"1180";"1086";"23";"145";"1256";"1";"50";"24";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"309";"152";"26";"37";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1876";"1351";"2008";"regular";"Lukas Krajicek";"TBL";"D";"71";"36";"35";"19";"2";"0";"2";"0";"0";NULL;"0";"0";"1";"1";"0";"2";"0";"0.03";"17";"2";"14";"1";"11";"6";"3";"14";"0.24";"19";"2";"16";"1";"12";"7";"3";"16";"0.27";"-8";"-3";"-5";"-3";"-5";"52";"5";"78";"23";"48";"30";"18";"15";"9";"24";"0";"0";"0";"0";"66";"3.00";"110";"1177";"3287";"46";"87";"988";"10116";"142";"1021";"60";"141";"1223";"954";"31";"143";"1129";"1";"42";"28";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"54";"90";"23";"49";"22";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1877";"1137";"2008";"regular";"Niclas Havelid";"ATL, NJD";"D";"78";"37";"41";"20";"2";"0";"1";"1";"0";NULL;"0";"0";"1";"1";"0";"2";"1";"0.03";"17";"5";"11";"1";"9";"8";"7";"10";"0.22";"19";"5";"12";"2";"10";"9";"7";"12";"0.24";"2";"9";"-7";"0";"2";"68";"5";"108";"47";"48";"22";"26";"10";"13";"23";"0";"0";"0";"0";"56";"3.60";"98";"1240";"3374";"43";"84";"1005";"14940";"191";"978";"43";"197";"1219";"1029";"43";"186";"1259";"2";"48";"26";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"41";"190";"21";"30";"37";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1878";"3089";"2008";"regular";"Cal Clutterbuck";"MIN";"R";"78";"39";"39";"23";"11";"1";"10";"0";"1";NULL;"2";"0";"9";"2";"2";"9";"2";"0.14";"7";"0";"7";"0";"3";"4";"1";"6";"0.09";"18";"1";"17";"0";"12";"6";"3";"15";"0.23";"-5";"3";"-8";"0";"-5";"30";"3";"34";"2";"76";"16";"60";"5";"19";"17";"6";"0";"1";"0";"136";"8.10";"84";"780";"1888";"24";"55340";"709";"3636";"46";"725";"24";"40";"789";"693";"24";"53";"771";"1";"38";"21";"17";"2";"15";"11.80";NULL;NULL;NULL;NULL;"11";"1";"10";"9.10";"6";"1";"5";"16.70";"0.30";"356";"39";"68";"16";"22";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1879";"1686";"2008";"regular";"Jim Slater";"ATL";"C";"60";"33";"27";"17";"8";"0";"6";"2";"0";NULL;"1";"0";"2";"6";"2";"6";"0";"0.13";"10";"0";"10";"0";"5";"5";"5";"5";"0.17";"18";"0";"16";"2";"7";"11";"7";"11";"0.30";"0";"-1";"1";"0";"0";"21";"0";"44";"23";"52";"26";"26";"9";"10";"16";"2";"1";"0";"0";"94";"8.50";"40490";"674";"267";"4";"30854";"514";"9369";"156";"516";"3";"149";"668";"511";"5";"164";"682";"934";"43";"16";"462";"245";"217";"53.00";NULL;NULL;NULL;NULL;"251";"141";"110";"56.20";"211";"104";"107";"49.30";"12.90";"85";"42";"31";"10";"26";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1880";"484";"2008";"regular";"Stephane Yelle";"BOS";"C";"77";"39";"38";"23";"7";"1";"6";"0";"2";NULL;"0";"0";"6";"1";"2";"5";"1";"0.09";"11";"0";"9";"2";"7";"4";"4";"7";"0.14";"18";"1";"15";"2";"13";"5";"6";"12";"0.23";"6";"11";"-5";"-2";"8";"27";"1";"37";"17";"32";"12";"20";"6";"10";"16";"0";"0";"0";"0";"72";"9.70";"95";"796";"730";"9";"50607";"657";"9958";"129";"649";"5";"127";"783";"664";"13";"130";"808";"1";"43";"19";"792";"412";"380";"52.00";"12";"13";"349";"300";"406";"210";"196";"51.70";"386";"202";"184";"52.30";"18.10";"107";"56";"26";"13";"17";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1881";"51";"2008";"regular";"Samuel Pahlsson";"ANA, CHI";"C";"65";"36";"29";"21";"7";"1";"6";"0";"2";NULL;"1";"0";"5";"2";"4";"3";"0";"0.11";"11";"2";"9";"0";"4";"7";"3";"8";"0.17";"18";"3";"15";"0";"9";"9";"7";"11";"0.28";"-17";"-2";"-15";"-2";"-15";"34";"11";"73";"33";"34";"24";"10";"12";"5";"17";"0";"0";"0";"0";"88";"8.00";"110";"1097";"3614";"55";"51390";"790";"16326";"251";"829";"49";"224";"1102";"742";"63";"284";"1091";"1";"44";"25";"1237";"662";"575";"53.50";"53";"25";"439";"353";"647";"352";"295";"54.40";"590";"310";"280";"52.50";"33.70";"121";"21";"32";"26";"25";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1882";"102";"2008";"regular";"Patrice Brisebois";"MTL";"D";"62";"32";"30";"17";"5";"4";"1";"0";"1";NULL;"1";"0";"3";"2";"1";"4";"0";"0.08";"13";"3";"10";"0";"11";"2";"5";"8";"0.21";"18";"7";"11";"0";"14";"4";"6";"12";"0.29";"-3";"5";"-8";"0";"-3";"44";"11";"36";"0";"19";"4";"15";"2";"6";"7";"1";"0";"0";"0";"68";"7.40";"59171";"954";"10222";"164";"48360";"780";"589";"9";"816";"172";"7";"996";"741";"157";"11";"909";"1";"47";"20";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"45";"69";"23";"54";"14";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1883";"752";"2008";"regular";"Todd Marchant";"ANA";"C";"72";"37";"35";"23";"5";"0";"3";"2";"0";NULL;"1";"0";"2";"3";"2";"3";"0";"0.07";"13";"1";"11";"1";"9";"4";"3";"10";"0.18";"18";"1";"14";"3";"11";"7";"5";"13";"0.25";"-2";"-1";"-1";"0";"-2";"26";"1";"55";"28";"34";"20";"14";"9";"7";"16";"0";"0";"0";"0";"101";"5.00";"71";"871";"1678";"23";"44685";"620";"16408";"227";"610";"23";"227";"861";"631";"23";"228";"883";"1";"43";"20";"593";"298";"295";"50.20";NULL;NULL;NULL;NULL;"291";"156";"135";"53.60";"302";"142";"160";"47.00";"14.60";"76";"40";"32";"20";"34";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1884";"941";"2008";"regular";"Karlis Skrastins";"FLA";"D";"80";"40";"40";"22";"4";"0";"4";"0";"0";NULL;"1";"0";"3";"1";"0";"4";"0";"0.05";"14";"0";"13";"1";"8";"6";"6";"8";"0.18";"18";"0";"17";"1";"11";"7";"6";"12";"0.22";"9";"5";"4";"-2";"11";"61";"2";"87";"37";"30";"18";"12";"9";"6";"15";"0";"0";"0";"0";"55";"7.30";"113";"1233";"378";"4";"65";"1034";"15570";"194";"1034";"2";"187";"1224";"1033";"6";"201";"1242";"2";"47";"26";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"39";"171";"41";"32";"19";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1885";"1470";"2008";"regular";"Jeff Woywitka";"STL";"D";"65";"31";"34";"20";"3";"2";"1";"0";"1";NULL;"1";"0";"1";"2";"3";"0";"0";"0.05";"15";"6";"9";"0";"11";"4";"3";"12";"0.23";"18";"8";"10";"0";"12";"6";"6";"12";"0.28";"8";"4";"4";"3";"5";"58";"16";"37";"3";"57";"33";"24";"11";"9";"16";"3";"1";"0";"0";"71";"4.20";"74";"1108";"9235";"142";"114";"946";"1285";"19";"921";"146";"21";"1089";"970";"137";"18";"1126";"1";"45";"25";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"19";"77";"31";"23";"14";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1886";"3522";"2008";"regular";"Jesse Winchester";"OTT";"C";"76";"40";"36";"24";"3";"0";"3";"0";"1";NULL;"0";"0";"2";"1";"0";"3";"0";"0.04";"15";"0";"15";"0";"6";"9";"7";"8";"0.20";"18";"0";"18";"0";"8";"10";"7";"11";"0.24";"0";"-2";"2";"1";"-1";"23";"1";"25";"3";"33";"21";"12";"6";"6";"9";"3";"0";"0";"0";"115";"2.60";"48279";"635";"549";"7";"45370";"596";"2360";"31";"630";"8";"24";"663";"559";"5";"38";"604";"1";"45";"14";"199";"113";"86";"56.80";NULL;NULL;NULL;NULL;"101";"59";"42";"58.40";"98";"54";"44";"55.10";"4.70";"116";"21";"23";"20";"24";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1887";"862";"2008";"regular";"Colin White";"NJD";"D";"71";"36";"35";"23";"1";"0";"1";"0";"0";NULL;"0";"0";"1";"0";"0";"1";"0";"0.01";"17";"0";"14";"3";"8";"9";"7";"10";"0.24";"18";"0";"15";"3";"9";"9";"7";"11";"0.25";"18";"11";"7";"7";"11";"62";"0";"70";"26";"46";"18";"28";"9";"14";"23";"0";"0";"0";"0";"68";"1.50";"89";"1141";"385";"5";"117";"950";"13147";"185";"952";"3";"172";"1128";"948";"7";"198";"1154";"1";"45";"25";"1";"0";"1";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"1";"0";"1";"0.00";"0.00";"126";"109";"28";"29";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1888";"1698";"2008";"regular";"Vernon Fiddler";"NSH";"C";"78";"38";"40";"23";"11";"1";"8";"2";"2";NULL;"4";"0";"6";"5";"3";"8";"1";"0.14";"6";"0";"5";"1";"1";"5";"1";"5";"0.08";"17";"1";"13";"3";"7";"10";"4";"13";"0.22";"-13";"-12";"-1";"-4";"-9";"29";"2";"64";"24";"24";"10";"14";"5";"7";"12";"0";"0";"0";"0";"114";"9.60";"79";"837";"1935";"24";"50608";"648";"12816";"164";"641";"25";"151";"818";"655";"23";"176";"856";"1";"38";"22";"612";"331";"281";"54.10";NULL;NULL;NULL;NULL;"317";"181";"136";"57.10";"295";"150";"145";"50.80";"13.10";"83";"31";"49";"15";"33";"6";"2";"33.30";"0";"3";"0";"0.00";"0";"3";"2";"66.70";"0"
"1889";"2328";"2008";"regular";"Ryan Jones";"NSH";"L";"46";"20";"26";"12";"7";"2";"5";"0";"1";NULL;"3";"0";"4";"3";"1";"6";"0";"0.15";"10";"4";"6";"0";"5";"5";"4";"6";"0.22";"17";"6";"11";"0";"9";"8";"5";"12";"0.37";"1";"4";"-3";"1";"0";"19";"7";"11";"0";"22";"12";"10";"6";"5";"11";"0";"0";"0";"0";"63";"11.10";"31562";"686";"4061";"88";"27451";"596";"50";"1";"601";"100";"0";"702";"593";"78";"1";"673";"742";"43";"16";"10";"1";"9";"10.00";NULL;NULL;NULL;NULL;"3";"0";"3";"0.00";"7";"1";"6";"14.30";"0.30";"63";"16";"24";"21";"24";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1890";"819";"2008";"regular";"Kris Draper";"DET";"C";"79";"40";"39";"22";"7";"0";"6";"1";"2";NULL;"0";"0";"4";"3";"2";"5";"2";"0.09";"10";"0";"9";"1";"9";"1";"2";"8";"0.13";"17";"0";"15";"2";"13";"4";"4";"13";"0.22";"-13";"0";"-13";"-4";"-9";"26";"0";"67";"28";"40";"22";"18";"11";"9";"20";"0";"0";"0";"0";"93";"7.50";"56800";"718";"422";"5";"46452";"588";"9926";"125";"592";"5";"114";"711";"583";"5";"137";"726";"1";"37";"19";"1000";"603";"397";"60.30";"12";"8";"450";"272";"491";"301";"190";"61.30";"509";"302";"207";"59.30";"21.50";"105";"20";"23";"9";"16";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
