"id";"nhl_player_id";"year";"season";"name";"team";"pos";"gp";"hmgp";"rdgp";"dvgp";"g";"ppg";"esg";"shg";"gwg";"gtg";"1g";"otg";"hmg";"rdg";"dvg";"odvg";"eng";"gpg";"a";"ppa";"esa";"sha";"hma";"rda";"dva";"odva";"apg";"p";"ppp";"esp";"shp";"hmp";"rdp";"dvp";"odvp";"ptspg";"pm";"hmpm";"rdpm";"dvpm";"odvpm";"tmgf";"tmppgf";"tmga";"tmppga";"pim";"hmpim";"rdpim";"hmpen";"rdpen";"minor";"major";"misc";"gmisc";"match";"s";"sp";"toi";"toipg";"pptoi";"pptoipg";"estoi";"estoipg";"shtoi";"shtoipg";"hmevtoipg";"hmpptoipg";"hmshtoipg";"hmtoipg";"rdevtoipg";"rdpptoipg";"rdshtoipg";"rdtoipg";"shifts";"toipsft";"sftpg";"fo";"fow";"fol";"fop";"ppfow";"ppfol";"esfow";"esfol";"hmfo";"hmfow";"hmfol";"hmfop";"rdfo";"rdfow";"rdfol";"rdfop";"tmfop";"hits";"bks";"mss";"gva";"tka";"so";"sog";"sop";"sodg";"hmso";"hmsog";"hmsop";"hmsodg";"rdso";"rdsog";"rdsop";"rdsodg"
"1632";"1218";"2008";"regular";"Dominic Moore";"TOR, BUF";"C";"81";"39";"42";"23";"13";"4";"8";"1";"1";NULL;"2";"0";"6";"7";"2";"11";"0";"0.16";"32";"5";"27";"0";"16";"16";"8";"24";"0.40";"45";"9";"35";"1";"22";"23";"10";"35";"0.56";"-2";"-5";"3";"1";"-3";"71";"16";"92";"35";"92";"53";"39";"24";"18";"40";"2";"0";"0";"0";"165";"7.90";"98";"1010";"7854";"96";"62";"774";"11262";"139";"795";"92";"119";"1007";"754";"100";"157";"1012";"1";"45";"23";"1244";"673";"571";"54.10";"92";"60";"453";"368";"586";"328";"258";"56.00";"658";"345";"313";"52.40";"26.10";"75";"37";"84";"44";"41";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1633";"635";"2008";"regular";"Rob Blake";"SJS";"D";"73";"37";"36";"23";"10";"6";"4";"0";"1";NULL;"4";"0";"5";"5";"2";"8";"0";"0.14";"35";"16";"19";"0";"19";"16";"9";"26";"0.48";"45";"22";"23";"0";"24";"21";"11";"34";"0.62";"15";"12";"3";"0";"15";"91";"35";"58";"17";"110";"43";"67";"20";"24";"40";"2";"1";"1";"0";"198";"5.10";"116";"1276";"13278";"181";"102";"944";"10976";"150";"908";"204";"135";"1248";"980";"159";"165";"1305";"1";"48";"27";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"66";"114";"50";"37";"23";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1634";"596";"2008";"regular";"Jaroslav Spacek";"BUF";"D";"80";"40";"40";"23";"8";"4";"4";"0";"0";NULL;"3";"0";"5";"3";"2";"6";"0";"0.10";"37";"18";"19";"0";"19";"18";"11";"26";"0.46";"45";"22";"23";"0";"24";"21";"13";"32";"0.56";"2";"-8";"10";"4";"-2";"107";"44";"84";"23";"38";"16";"22";"8";"11";"19";"0";"0";"0";"0";"130";"6.20";"63";"1336";"17711";"221";"68";"975";"11204";"140";"966";"256";"125";"1348";"983";"185";"154";"1324";"2";"48";"28";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"78";"126";"49";"70";"25";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1635";"2053";"2008";"regular";"Ryan Suter";"NSH";"D";"82";"41";"41";"24";"7";"3";"4";"0";"3";NULL;"2";"1";"3";"4";"2";"5";"0";"0.09";"38";"15";"23";"0";"18";"20";"13";"25";"0.46";"45";"18";"27";"0";"21";"24";"15";"30";"0.55";"-16";"-6";"-10";"-5";"-11";"89";"29";"89";"13";"73";"36";"37";"18";"17";"34";"1";"0";"0";"0";"143";"4.90";"88";"1455";"19064";"232";"115";"1089";"10969";"133";"1084";"253";"117";"1454";"1094";"211";"150";"1456";"2";"53";"28";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"87";"93";"58";"46";"45";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1636";"1772";"2008";"regular";"Tom Gilbert";"EDM";"D";"82";"41";"41";"24";"5";"2";"3";"0";"1";NULL;"1";"0";"1";"4";"3";"2";"0";"0.06";"40";"14";"25";"1";"19";"21";"7";"33";"0.49";"45";"16";"28";"1";"20";"25";"10";"35";"0.55";"6";"8";"-2";"-1";"7";"93";"22";"91";"26";"26";"12";"14";"5";"7";"12";"0";"0";"0";"0";"107";"4.70";"115";"1318";"14312";"174";"109";"991";"12514";"152";"1010";"175";"141";"1326";"972";"173";"164";"1310";"2";"51";"26";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"47";"136";"45";"70";"40";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1637";"1462";"2008";"regular";"Patrick Sharp";"CHI";"L";"61";"30";"31";"16";"26";"9";"17";"0";"4";NULL;"6";"0";"15";"11";"4";"22";"2";"0.43";"18";"9";"8";"1";"11";"7";"5";"13";"0.30";"44";"18";"25";"1";"26";"18";"9";"35";"0.72";"6";"9";"-3";"-7";"13";"71";"35";"33";"3";"41";"18";"23";"9";"10";"18";"1";"0";"0";"0";"184";"14.10";"70";"1077";"14135";"231";"48820";"800";"2755";"45";"726";"266";"52";"1045";"871";"198";"38";"1108";"1";"47";"23";"566";"259";"307";"45.80";NULL;NULL;NULL;NULL;"300";"148";"152";"49.30";"266";"111";"155";"41.70";"16.60";"44";"21";"58";"18";"22";"4";"1";"25.00";"0";"1";"0";"0.00";"0";"3";"1";"33.30";"0"
"1638";"549";"2008";"regular";"Todd Bertuzzi";"CGY";"R";"66";"35";"31";"23";"15";"6";"9";"0";"4";NULL;"3";"1";"8";"7";"6";"9";"1";"0.23";"29";"10";"19";"0";"10";"19";"6";"23";"0.44";"44";"16";"28";"0";"18";"26";"12";"32";"0.67";"-13";"-6";"-7";"-4";"-9";"71";"28";"56";"0";"74";"41";"33";"19";"15";"32";"2";"0";"0";"0";"127";"11.80";"106";"1116";"16060";"243";"57236";"867";"370";"5";"864";"230";"5";"1100";"870";"257";"5";"1133";"1";"50";"22";"45";"21";"24";"46.70";NULL;NULL;NULL;NULL;"23";"12";"11";"52.20";"22";"9";"13";"40.90";"1.10";"60";"20";"44";"67";"28";"3";"2";"66.70";"2";"2";"1";"50.00";"1";"1";"1";"100.00";"1"
"1639";"3224";"2008";"regular";"Rich Peverley";"NSH, ATL";"C";"66";"33";"33";"19";"15";"2";"12";"1";"5";NULL;"2";"1";"10";"5";"7";"8";"2";"0.23";"29";"5";"23";"1";"14";"15";"7";"22";"0.44";"44";"7";"35";"2";"24";"20";"14";"30";"0.67";"13";"1";"12";"6";"7";"64";"10";"55";"14";"33";"11";"22";"4";"11";"14";"1";"0";"0";"0";"117";"12.80";"91";"965";"8938";"135";"49080";"743";"5673";"85";"724";"139";"86";"950";"762";"131";"85";"979";"1";"51";"19";"684";"354";"330";"51.80";NULL;NULL;NULL;NULL;"365";"190";"175";"52.00";"319";"164";"155";"51.40";"17.80";"25";"24";"45";"32";"35";"7";"1";"14.30";"1";"3";"0";"0.00";"0";"4";"1";"25.00";"1"
"1640";"1713";"2008";"regular";"Antti Miettinen";"MIN";"R";"82";"41";"41";"24";"15";"4";"9";"2";"3";NULL;"1";"0";"7";"8";"3";"12";"1";"0.18";"29";"9";"19";"1";"15";"14";"5";"24";"0.35";"44";"13";"28";"3";"22";"22";"8";"36";"0.54";"-1";"5";"-6";"-1";"0";"63";"20";"53";"9";"32";"14";"18";"7";"8";"15";"0";"0";"0";"0";"186";"8.10";"95";"1096";"12255";"149";"105";"803";"11735";"143";"827";"147";"135";"1111";"780";"150";"150";"1082";"2";"39";"28";"60";"28";"32";"46.70";NULL;NULL;NULL;NULL;"30";"13";"17";"43.30";"30";"15";"15";"50.00";"1.30";"69";"27";"73";"39";"19";"5";"3";"60.00";"1";"3";"2";"66.70";"0";"2";"1";"50.00";"1"
"1641";"1173";"2008";"regular";"Andy McDonald";"STL";"C";"46";"23";"23";"16";"15";"6";"8";"1";"1";NULL;"2";"1";"5";"10";"6";"9";"0";"0.33";"29";"13";"16";"0";"15";"14";"11";"18";"0.63";"44";"19";"24";"1";"20";"24";"17";"27";"0.96";"-13";"-8";"-5";"-9";"-4";"60";"29";"45";"1";"24";"10";"14";"5";"6";"11";"0";"0";"0";"0";"128";"11.70";"52649";"1144";"10778";"234";"40512";"880";"1359";"29";"840";"235";"34";"1110";"920";"232";"24";"1178";"1";"46";"25";"367";"213";"154";"58.00";NULL;NULL;NULL;NULL;"161";"87";"74";"54.00";"206";"126";"80";"61.20";"13.90";"24";"18";"45";"22";"18";"6";"2";"33.30";"0";"2";"0";"0.00";"0";"4";"2";"50.00";"0"
"1642";"1717";"2008";"regular";"Lee Stempniak";"STL, TOR";"R";"75";"38";"37";"20";"14";"3";"11";"0";"1";NULL;"6";"1";"7";"7";"1";"13";"0";"0.19";"30";"10";"19";"1";"11";"19";"10";"20";"0.40";"44";"13";"30";"1";"18";"26";"11";"33";"0.59";"-12";"-6";"-6";"-3";"-9";"68";"27";"54";"1";"33";"15";"18";"6";"8";"13";"1";"0";"0";"0";"171";"8.20";"88";"992";"12742";"169";"60";"806";"1206";"16";"828";"178";"20";"1027";"783";"161";"11";"956";"1";"49";"20";"13";"4";"9";"30.80";NULL;NULL;NULL;NULL;"8";"2";"6";"25.00";"5";"2";"3";"40.00";"0.30";"107";"37";"60";"31";"39";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1643";"1743";"2008";"regular";"Duncan Keith";"CHI";"D";"77";"37";"40";"21";"8";"2";"5";"1";"1";NULL;"1";"1";"2";"6";"1";"7";"0";"0.10";"36";"9";"27";"0";"23";"13";"10";"26";"0.47";"44";"11";"32";"1";"25";"19";"11";"33";"0.57";"33";"23";"10";"0";"33";"109";"19";"88";"31";"60";"22";"38";"7";"19";"25";"0";"1";"0";"0";"173";"4.60";"109";"1534";"11320";"147";"119";"1177";"16150";"209";"1176";"159";"212";"1548";"1178";"135";"207";"1520";"2";"53";"29";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"40";"93";"77";"40";"50";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1644";"253";"2008";"regular";"Matt Cullen";"CAR";"C";"69";"33";"36";"21";"22";"4";"16";"2";"2";NULL;"4";"0";"14";"8";"5";"17";"2";"0.32";"21";"3";"15";"3";"9";"12";"7";"14";"0.30";"43";"7";"31";"5";"23";"20";"12";"31";"0.62";"11";"7";"4";"3";"8";"55";"11";"44";"11";"20";"6";"14";"3";"6";"9";"0";"0";"0";"0";"139";"15.80";"75";"1008";"8510";"123";"54638";"791";"6407";"92";"756";"134";"81";"973";"824";"112";"102";"1040";"1";"45";"23";"884";"457";"427";"51.70";"35";"24";"367";"356";"449";"258";"191";"57.50";"435";"199";"236";"45.80";"22.00";"41";"44";"51";"25";"54";"5";"0";"0.00";"0";"1";"0";"0.00";"0";"4";"0";"0.00";"0"
"1645";"646";"2008";"regular";"Ales Kotalik";"BUF, EDM";"R";"75";"37";"38";"21";"20";"9";"11";"0";"1";NULL;"3";"0";"11";"9";"5";"15";"1";"0.27";"23";"12";"11";"0";"9";"14";"6";"17";"0.31";"43";"21";"22";"0";"20";"23";"11";"32";"0.57";"-5";"-4";"-1";"4";"-9";"67";"28";"45";"1";"34";"20";"14";"10";"7";"17";"0";"0";"0";"0";"208";"9.60";"119";"927";"12787";"170";"56633";"755";"119";"1";"737";"191";"2";"932";"772";"149";"0";"922";"1";"45";"21";"85";"36";"49";"42.40";NULL;NULL;NULL;NULL;"43";"18";"25";"41.90";"42";"18";"24";"42.90";"1.90";"121";"22";"61";"29";"25";"13";"8";"61.50";"5";"6";"4";"66.70";"4";"7";"4";"57.10";"1"
"1646";"1643";"2008";"regular";"Patrick O'Sullivan";"LAK, EDM";"C";"81";"44";"37";"23";"16";"2";"13";"1";"1";NULL;"2";"0";"9";"7";"3";"13";"2";"0.20";"27";"7";"20";"0";"13";"14";"6";"21";"0.33";"43";"9";"33";"1";"22";"21";"9";"34";"0.53";"-6";"-8";"2";"-9";"3";"69";"20";"73";"18";"28";"6";"22";"3";"10";"13";"0";"0";"0";"0";"259";"6.20";"63";"1148";"14350";"177";"72";"851";"9761";"120";"845";"195";"115";"1156";"858";"155";"126";"1140";"1";"47";"24";"99";"41";"58";"41.40";NULL;NULL;NULL;NULL;"55";"24";"31";"43.60";"44";"17";"27";"38.60";"2.10";"66";"36";"116";"67";"40";"11";"4";"36.40";"2";"8";"3";"37.50";"1";"3";"1";"33.30";"1"
"1647";"1514";"2008";"regular";"Kevin Bieksa";"VAN";"D";"72";"39";"33";"22";"11";"5";"6";"0";"2";NULL;"3";"0";"4";"7";"2";"9";"0";"0.15";"32";"20";"10";"2";"18";"14";"11";"21";"0.44";"43";"25";"16";"2";"22";"21";"13";"30";"0.60";"-4";"-5";"1";"-5";"1";"86";"35";"70";"15";"97";"41";"56";"19";"18";"31";"5";"1";"0";"0";"153";"7.20";"74";"1409";"16791";"233";"112";"1019";"11251";"156";"1039";"256";"139";"1436";"996";"205";"176";"1377";"1";"53";"27";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"119";"60";"77";"55";"29";"1";"0";"0.00";"0";"0";"0";"0.00";"0";"1";"0";"0.00";"0"
"1648";"72";"2008";"regular";"Kimmo Timonen";"PHI";"D";"77";"39";"38";"23";"3";"2";"1";"0";"0";NULL;"1";"0";"2";"1";"2";"1";"1";"0.04";"40";"26";"13";"1";"26";"14";"13";"27";"0.52";"43";"28";"14";"1";"28";"15";"15";"28";"0.56";"19";"13";"6";"2";"17";"122";"55";"88";"40";"54";"22";"32";"11";"16";"27";"0";"0";"0";"0";"104";"2.90";"61";"1471";"18856";"244";"98";"947";"21487";"279";"969";"251";"262";"1483";"924";"238";"295";"1458";"2";"49";"30";"2";"0";"2";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"2";"0";"2";"0.00";"0.00";"65";"164";"52";"48";"30";"2";"0";"0.00";"0";"0";"0";"0.00";"0";"2";"0";"0.00";"0"
"1649";"1178";"2008";"regular";"Niklas Hagman";"TOR";"L";"65";"33";"32";"18";"22";"6";"16";"0";"3";NULL;"4";"1";"10";"12";"6";"16";"2";"0.34";"20";"7";"13";"0";"7";"13";"7";"13";"0.31";"42";"13";"29";"0";"17";"25";"13";"29";"0.65";"-5";"4";"-9";"1";"-6";"56";"18";"52";"9";"4";"2";"2";"1";"1";"2";"0";"0";"0";"0";"168";"13.10";"79";"1024";"9165";"141";"53544";"823";"3910";"60";"837";"145";"53";"1036";"809";"136";"66";"1012";"1";"48";"21";"1";"0";"1";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"1";"0";"1";"0.00";"0.00";"22";"24";"59";"35";"31";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1650";"1467";"2008";"regular";"Chuck Kobasew";"BOS";"R";"68";"36";"32";"19";"21";"6";"15";"0";"3";NULL;"2";"0";"15";"6";"7";"14";"1";"0.31";"21";"3";"18";"0";"10";"11";"8";"13";"0.31";"42";"9";"33";"0";"25";"17";"15";"27";"0.62";"5";"10";"-5";"2";"3";"58";"18";"35";"0";"56";"25";"31";"11";"14";"23";"2";"0";"0";"0";"129";"16.30";"59934";"881";"6328";"93";"53344";"784";"262";"3";"778";"102";"3";"885";"790";"82";"3";"876";"1";"48";"19";"26";"6";"20";"23.10";NULL;NULL;NULL;NULL;"10";"4";"6";"40.00";"16";"2";"14";"12.50";"0.60";"101";"29";"38";"13";"18";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1651";"903";"2008";"regular";"David Legwand";"NSH";"C";"73";"37";"36";"18";"20";"1";"16";"3";"1";NULL;"4";"0";"15";"5";"5";"15";"3";"0.27";"22";"6";"15";"1";"13";"9";"8";"14";"0.30";"42";"7";"31";"4";"28";"14";"13";"29";"0.58";"-3";"10";"-13";"1";"-4";"59";"14";"64";"16";"32";"16";"16";"7";"7";"14";"0";"0";"0";"0";"175";"11.40";"78";"1166";"11954";"163";"101";"880";"8963";"122";"917";"166";"119";"1203";"841";"161";"125";"1128";"1";"46";"26";"1023";"509";"514";"49.80";"61";"73";"402";"402";"539";"269";"270";"49.90";"484";"240";"244";"49.60";"23.60";"25";"23";"46";"50";"44";"3";"1";"33.30";"1";"2";"1";"50.00";"1";"1";"0";"0.00";"0"
"1652";"37";"2008";"regular";"Michal Handzus";"LAK";"C";"82";"41";"41";"24";"18";"7";"10";"1";"4";NULL;"4";"2";"11";"7";"6";"12";"1";"0.22";"24";"9";"14";"1";"11";"13";"4";"20";"0.29";"42";"16";"24";"2";"22";"20";"10";"32";"0.51";"-7";"0";"-7";"-5";"-2";"80";"44";"78";"35";"32";"18";"14";"9";"7";"16";"0";"0";"0";"0";"143";"12.60";"67";"1134";"15760";"192";"59825";"729";"17422";"212";"738";"201";"196";"1136";"720";"182";"228";"1131";"2";"45";"25";"1320";"719";"601";"54.50";"144";"87";"442";"344";"678";"380";"298";"56.00";"642";"339";"303";"52.80";"28.90";"75";"69";"49";"51";"28";"1";"0";"0.00";"0";"0";"0";"0.00";"0";"1";"0";"0.00";"0"
"1653";"1031";"2008";"regular";"Erik Cole";"EDM, CAR";"R";"80";"41";"39";"21";"18";"5";"13";"0";"1";NULL;"6";"0";"8";"10";"5";"13";"1";"0.22";"24";"4";"20";"0";"12";"12";"7";"17";"0.30";"42";"9";"33";"0";"20";"22";"12";"30";"0.52";"0";"1";"-1";"3";"-3";"70";"23";"54";"7";"73";"20";"53";"10";"17";"24";"1";"1";"1";"0";"178";"10.10";"83";"1057";"12527";"156";"93";"817";"6603";"82";"825";"162";"84";"1073";"809";"150";"79";"1039";"1";"45";"23";"49";"20";"29";"40.80";NULL;NULL;NULL;NULL;"32";"11";"21";"34.40";"17";"9";"8";"52.90";"1.00";"180";"43";"64";"37";"49";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1654";"3111";"2008";"regular";"Milan Lucic";"BOS";"L";"72";"35";"37";"20";"17";"2";"15";"0";"3";NULL;"3";"0";"10";"7";"4";"13";"0";"0.24";"25";"6";"19";"0";"12";"13";"9";"16";"0.35";"42";"8";"34";"0";"22";"20";"13";"29";"0.58";"17";"5";"12";"9";"8";"64";"15";"32";"0";"136";"84";"52";"25";"16";"28";"10";"3";"0";"0";"97";"17.50";"118";"896";"7191";"99";"57237";"794";"130";"1";"785";"107";"2";"896";"803";"92";"0";"896";"1";"51";"18";"10";"6";"4";"60.00";NULL;NULL;NULL;NULL;"3";"2";"1";"66.70";"7";"4";"3";"57.10";"0.20";"262";"33";"39";"22";"33";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1655";"1689";"2008";"regular";"Jay Bouwmeester";"FLA";"D";"82";"41";"41";"24";"15";"9";"6";"0";"2";NULL;"3";"0";"8";"7";"6";"9";"0";"0.18";"27";"11";"15";"1";"12";"15";"11";"16";"0.33";"42";"20";"21";"1";"20";"22";"17";"25";"0.51";"-2";"0";"-2";"-3";"1";"106";"37";"108";"37";"68";"26";"42";"13";"21";"34";"0";"0";"0";"0";"182";"8.20";"121";"1619";"21056";"256";"77";"1157";"16788";"204";"1151";"252";"206";"1610";"1164";"261";"202";"1628";"2";"53";"31";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"115";"128";"73";"51";"27";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1656";"2325";"2008";"regular";"Wojtek Wolski";"COL";"L";"78";"39";"39";"23";"14";"2";"11";"1";"3";NULL;"2";"1";"7";"7";"0";"14";"0";"0.18";"28";"9";"19";"0";"14";"14";"8";"20";"0.36";"42";"11";"30";"1";"21";"21";"8";"34";"0.54";"-13";"-10";"-3";"-3";"-10";"61";"18";"64";"8";"28";"6";"22";"3";"10";"13";"0";"0";"0";"0";"169";"8.30";"87";"1103";"12455";"159";"87";"826";"9145";"117";"845";"160";"110";"1116";"807";"158";"124";"1090";"1";"45";"25";"515";"248";"267";"48.20";NULL;NULL;NULL;NULL;"268";"135";"133";"50.40";"247";"113";"134";"45.80";"11.70";"55";"41";"41";"48";"70";"12";"10";"83.30";"2";"5";"5";"100.00";"2";"7";"5";"71.40";"0"
"1657";"1403";"2008";"regular";"Marek Zidlicky";"MIN";"D";"76";"38";"38";"23";"12";"10";"2";"0";"3";NULL;"2";"0";"6";"6";"1";"11";"1";"0.16";"30";"15";"15";"0";"14";"16";"8";"22";"0.39";"42";"25";"17";"0";"20";"22";"9";"33";"0.55";"-12";"-2";"-10";"-2";"-10";"81";"38";"63";"8";"76";"36";"40";"18";"20";"38";"0";"0";"0";"0";"147";"8.20";"78";"1326";"16406";"215";"76";"1030";"6096";"80";"1058";"211";"61";"1330";"1002";"220";"99";"1322";"2";"46";"29";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"74";"95";"63";"47";"12";"5";"3";"60.00";"3";"4";"2";"50.00";"2";"1";"1";"100.00";"1"
"1658";"1443";"2008";"regular";"Christian Ehrhoff";"SJS";"D";"77";"40";"37";"20";"8";"5";"3";"0";"2";NULL;"1";"1";"5";"3";"2";"6";"0";"0.10";"34";"20";"14";"0";"11";"23";"9";"25";"0.44";"42";"25";"17";"0";"16";"26";"11";"31";"0.55";"-12";"-2";"-10";"-3";"-9";"89";"43";"73";"15";"63";"31";"32";"14";"16";"29";"1";"0";"0";"0";"165";"4.80";"66";"1274";"14002";"181";"117";"987";"8087";"105";"1003";"194";"92";"1290";"969";"167";"118";"1255";"1";"50";"26";"0";"0";"0";"0.00";NULL;NULL;NULL;NULL;"0";"0";"0";"0.00";"0";"0";"0";"0.00";"0.00";"79";"90";"79";"49";"33";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1659";"2145";"2008";"regular";"Andrei Kostitsyn";"MTL";"L";"74";"34";"40";"20";"23";"6";"17";"0";"2";NULL;"5";"0";"11";"12";"5";"18";"0";"0.31";"18";"9";"9";"0";"8";"10";"5";"13";"0.24";"41";"15";"26";"0";"19";"22";"10";"31";"0.55";"-7";"1";"-8";"-7";"0";"78";"31";"59";"5";"50";"35";"15";"12";"6";"15";"2";"1";"0";"0";"169";"13.60";"98";"935";"13648";"184";"54886";"741";"684";"9";"721";"203";"5";"929";"759";"168";"12";"940";"1";"51";"18";"6";"3";"3";"50.00";NULL;NULL;NULL;NULL;"2";"1";"1";"50.00";"4";"2";"2";"50.00";"0.10";"124";"23";"75";"37";"18";"5";"0";"0.00";"0";"3";"0";"0.00";"0";"2";"0";"0.00";"0"
"1660";"1272";"2008";"regular";"Jarret Stoll";"LAK";"C";"74";"38";"36";"20";"18";"10";"8";"0";"1";NULL;"5";"0";"8";"10";"5";"13";"0";"0.24";"23";"12";"11";"0";"9";"14";"5";"18";"0.31";"41";"22";"19";"0";"17";"24";"10";"31";"0.55";"-7";"-8";"1";"0";"-7";"68";"38";"44";"7";"68";"30";"38";"15";"15";"29";"0";"1";"0";"0";"155";"11.60";"75";"1025";"14228";"192";"51578";"697";"10049";"135";"702";"198";"119";"1020";"691";"185";"153";"1030";"1";"43";"24";"1047";"599";"448";"57.20";"72";"32";"433";"322";"532";"305";"227";"57.30";"515";"294";"221";"57.10";"25.40";"160";"41";"74";"28";"26";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1661";"3250";"2008";"regular";"Sam Gagner";"EDM";"C";"76";"37";"39";"22";"16";"6";"10";"0";"1";NULL;"2";"0";"6";"10";"6";"10";"0";"0.21";"25";"5";"20";"0";"14";"11";"8";"17";"0.33";"41";"11";"30";"0";"20";"21";"14";"27";"0.54";"-1";"3";"-4";"4";"-5";"68";"24";"47";"2";"51";"22";"29";"11";"12";"22";"1";"0";"0";"0";"156";"10.30";"100";"1005";"13920";"183";"96";"804";"1324";"17";"812";"189";"10";"1011";"797";"177";"24";"999";"1";"48";"21";"690";"290";"400";"42.00";NULL;NULL;NULL;NULL;"352";"149";"203";"42.30";"338";"141";"197";"41.70";"15.70";"28";"13";"36";"58";"29";"8";"3";"37.50";"1";"4";"1";"25.00";"0";"4";"2";"50.00";"1"
"1662";"897";"2008";"regular";"Alex Tanguay";"MTL";"L";"50";"27";"23";"15";"16";"5";"11";"0";"3";NULL;"3";"0";"11";"5";"4";"12";"0";"0.32";"25";"11";"14";"0";"16";"9";"11";"14";"0.50";"41";"16";"25";"0";"27";"14";"15";"26";"0.82";"13";"14";"-1";"3";"10";"66";"29";"25";"1";"34";"10";"24";"5";"12";"17";"0";"0";"0";"0";"76";"21.10";"48271";"965";"11218";"224";"35953";"719";"1100";"22";"779";"232";"19";"1031";"648";"214";"24";"887";"971";"50";"19";"9";"3";"6";"33.30";NULL;NULL;NULL;NULL;"8";"3";"5";"37.50";"1";"0";"1";"0.00";"0.30";"47";"13";"39";"24";"31";"5";"2";"40.00";"2";"3";"1";"33.30";"1";"2";"1";"50.00";"1"
"1663";"1228";"2008";"regular";"Antoine Vermette";"OTT, CBJ";"C";"79";"40";"39";"26";"16";"3";"12";"1";"1";NULL;"2";"1";"5";"11";"7";"9";"1";"0.20";"25";"9";"16";"0";"12";"13";"6";"19";"0.32";"41";"12";"28";"1";"17";"24";"13";"28";"0.52";"-7";"-8";"1";"0";"-7";"57";"20";"70";"26";"50";"26";"24";"12";"12";"24";"0";"0";"0";"0";"174";"9.20";"85";"1101";"10422";"131";"79";"788";"14304";"181";"784";"150";"169";"1104";"792";"112";"193";"1098";"1";"47";"24";"1112";"642";"470";"57.70";"99";"54";"381";"275";"536";"331";"205";"61.80";"576";"311";"265";"54.00";"24.90";"80";"32";"47";"33";"39";"5";"0";"0.00";"0";"2";"0";"0.00";"0";"3";"0";"0.00";"0"
"1664";"1165";"2008";"regular";"Steven Reinprecht";"PHX";"C";"73";"35";"38";"22";"14";"3";"11";"0";"3";NULL;"3";"0";"8";"6";"4";"10";"1";"0.19";"27";"4";"23";"0";"16";"11";"9";"18";"0.37";"41";"7";"34";"0";"24";"17";"13";"28";"0.56";"0";"7";"-7";"2";"-2";"67";"21";"58";"12";"20";"14";"6";"7";"3";"10";"0";"0";"0";"0";"95";"14.70";"111";"954";"12738";"174";"52588";"720";"4325";"59";"751";"200";"57";"1008";"692";"150";"60";"903";"1";"45";"21";"886";"410";"476";"46.30";"74";"79";"305";"359";"435";"202";"233";"46.40";"451";"208";"243";"46.10";"21.30";"24";"55";"46";"18";"18";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
